가게명,카테고리,주소,리뷰
꾸아 성수점,베트남음식,서울 성동구 서울숲4길 26-24,"성수 서울숲 맛집 꾸아!! 쌀국수 국물 진해서 너무 맛있고 분짜 첫 도전이었는데 완전 성공!!! 다음에 와서도 분짜 꼭 시킬거같아요. 다양한 버전의 쌀국수가 많던데, 재방문해서 하나씩 뿌셔보겠습니다. 잘먹었습니다!
인테리어가 멋져요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
3"
오월의김밥,김밥,서울 관악구 봉천로 605,"안녕하세용 오늘은 김밥덕후인 제가 언젠가 한번은 꼬옥 먹고싶어서 연차날만을 기다려서 드디어 먹은! 김밥덕후들 사이에서는 이미 너무나 유명한 김밥맛집인 낙성대 오월의 김밥 포장 후기에요 2시까지밖에 영업을 하지않고 재료소진 시 바로 영업이 종료되기 때문에 더 소중했어요 오월의김밥  서울 관악구 봉천로 605 102호  화-일 08:00 - 13:50(라스트오더) / 월 정기휴무 ✔️ 포장만 가능 (예약 주문 가능) 오월의김밥은 포장전문 이기에 식사가 가능한 공간이 따로 존재하지 않아요 가는길에 찾아보니 주문 예약을 미리 하지 않으면 1시간 이상도 기다릴수 있다는 후기를 보고 빠르게 전화로 미리 주문했어요! 10분 단위로 25줄을 예약받는 시스템이라 25줄이 마감되면 다음 10분에 예약가능가능해서 무조건 전화로 미리 예약 추천드려요! ✔️ 오월의 김밥 예약 팁 02-876-7792 가게번호로 전화하셔서 픽업할 시간과 주문할 메뉴를 말씀해주시면돼요! 저같은 경우는 화요일 오전 11시 픽업으로 10시 20분쯤 전화해서 미리 예약했어요 ✔️ 오월의김밥 메뉴 정보 어떤 김밥을 먹어야할지 고민이시라면 오월의김밥에서 제일 유명하고 시그니처메뉴인 쌍두마차 메뉴! 밥도둑 김밥과 샐러드 김밥을 추천드려요 저도 첫방문이라 이 두 메뉴를 주문했는데 다음에는 다른 김밥도 함께먹어보고싶어요ㅎㅎ 김밥은 구입 후 2시간 이내에 드시는 것을 추천드려요 ! 그런데 어떻게 눈앞의 김밥을 2시간이나 참죠..? 저에겐 의미없는 주의사항..ㅎㅎ 포장해서 지하철타고 가는내내 빨리 집가서 먹고싶어서 은근슬쩍 봉지 열어서 김밥 안부 묻기.. 너무 힘든 시간이었어요 놀랍게도 두 줄 이에요 거의 몽둥이크기에요ㅋㅋㅋ 엇필보면 한 서너줄처럼 보이는 굵기에요 일반김밥은 두줄정도 먹으면 포만감이 느껴지는데 오월의김밥은 한줄만 먹어도 배부를거같아요 포장까기 전까지는 호일빨도 어느정도 있을줄 알았는데 열어보니 어 오징어순대 ? 엄청큽니다 ! oh 단면이 미쳤어요 oh  밥도둑 김밥 5,700원 꽉찬 계란지단과 매콤한 어묵의 조합인 밥도둑 김밥이에요 계란이 빽빽하게 들어있어서 퍽퍽하진 않을까 맛이 좀 심심하진 않을까 사실 별로 기대하진 않았고 워낙 유명하다기에 그냥 시켜봤는데 계란이 포슬포슬해서 퍽퍽하지 않고 매콤하게 양념된 어묵이 계란의 슴슴한 맛에 감초가 되는 조합이라 맛있었어요! 어묵 생각보다 매콤해요ㅋㅋ 계란이 포슬포슬해요  샐러드 김밥 5,700원 제가 좀 더 기대가 컸던 샐러드 김밥 왜냐면..."
피제리아디파올로,양식,서울 중랑구 양원역로14가길 27,"남편이 화덕피자 매니아라 검색해서 왔는데 후회없는 식사였어요!! 피자는 무조건 드시고 샐러드도 상큼하고 파스타도 최고네요~!!😍 직원분들 모두 친절하셔서 또 방문하고 싶은 곳이예요! 10000% 만족한 저녁식사 였습니다^^ 또 방문하러 올게요!!💖
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
4"
리북방,한식,서울특별시 마포구 마포대로1길 16 2층 리북방,"입도 즐겁고 눈도 즐거운 식사였습니다ㅎㅎ 설명도 꼼꼼하시고 직원분도 정말 친절하셨어요! 식사 시작되면 엘베를 잠그셔서 분위기 깨지 않는것도 좋았어요☺️ 다음에는 부모님 모시고 오고싶어요🥰
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
비스트로앤트로,양식,서울 강남구 논현로159길 12,"여자친구 생일을 위해 좋은 식당을 찾던 중에 마셰코때부터 인상적이었던 윤아름 셰프님의 식당을 알게되어 예약 후 방문했습니다. 직원분들 너무 친절하시고 물컵이 비어 있을때도 바로 물을 채워주시고 전반적인 서비스가 너무 훌륭했고 앤트로만에 무국적 디시도 인상적이었습니다. 저도 이 길을 가고있는 사람으로 많은 영감을 받고 갈 수 있었습니다. 앞으로도 가끔 방문해서 좋은 식사 하고 갈듯합니다. 너무 좋은 시간 보내고 갈 수 있었습니다!!
친절해요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
4"
몽탄,"육류,고기요리",서울특별시 용산구 백범로99길 50,"매장 방문해서 캐치테이블로 웨이팅 걸었는데 68번째로 2시간 30분 정도 걸렸습니다! 웨이팅이 어마무시한데도 왜 사람들이 기다리는지 알 것 같아요 우대갈비 진심 맛있습니다👍 양념 맛있고 고기 부드러워요🤤 그리고 같이 나오는 반찬들이 다 너무 고기랑 먹기에 찰떡입니다! 직접 구워주시고 직원분들 모두 친절하셔서 맛있게 잘 먹고 왔습니다🤎
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
비스트로고트,양식,서울 마포구 양화로19길 22,"두 번째 방문. 오늘도 따뜻한 햇살이 들어오는 아늑한 분위기에서 편안하게 식사를 즐길 수 있어 좋았습니다. 생면 파스타는 면발이 탱탱하고 소스는 부드러워 맛있었습니다!! 뇨끼 추천!! 오늘도 맛있게 잘먹었습니다.👍
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
남영돈,"삼겹살, 항정살",서울특별시 용산구 한강대로80길 17 남영돈,항정살 진짜 맛있어요. 가브리살도 괜찮은데 항정살이 최고. 구워주셔서 더 좋음! 더워서 냉쫄면이랑 같이 먹으면 궁합 최고!
유어다이닝,"스파게티,파스타전문",서울 마포구 망원로6길 56,"남편이랑 부모님모시고 방문해서 문어샐러드 관자구이 감자뇨끼 고등어파스타 살치살스테이크 시켜먹었어요! 뇨끼랑 관자구이가 가장 맛있다고 했고 스테이크도 괜찮았어요ㅎㅎ 고등어파스타는 살짝 짜고 아쉬웠지만 나쁘진 않았어요~ 나중에 다른 메뉴도 먹어보려구요!!
음식이 맛있어요+1
개의 리뷰가 더 있습니다
펼쳐보기"
진미평양냉면,평양냉면,서울특별시 강남구 학동로 305-3,친구가 맛있다고 해서 방문한건데 맛았긴 하더라구요 평양냉면은 제 취향이 아니긴해요 ㅜ
떡도리탕,"떡도리탕, 떡",서울특별시 강남구 테헤란로1길 28-9 1층,또간집에 나온곳. 웨이팅 두시간정도 했는데 테이블링으로 원격줄서기/ 예약되는거같음. 떡도리탕은 맛있고 감자전은 감튀맛. 웨이팅때문에 또 가진 않을것같지만 맛있었음.
합천돼지국밥,"돼지국밥, 국밥",서울특별시 종로구 삼일대로 418-3,너무 맛있어요.돼지 잡내가 좀 신경쓰이긴 한데 돼지국밥이라..
미스터서왕만두,만두,서울 서대문구 신촌역로 16,"가성비 좋네요 육즙최고 맛있네요
음식이 맛있어요"
구복만두,"만두, 새우만두",서울특별시 용산구 두텁바위로 7,"저는 개인적으로 김치만두, 구복만두가 너무 맛있었어요! 혼자와서 먹어도 될 정도로 캐쥬얼해요!"
키움참치 홍대점,생선회,서울 마포구 동교로27길 21,"참치 못 먹던 제게 신세계를 알려준 곳인데.. 역시나 너무 맛있어요!!! 키움참치 홍대점 참치는 못 참지!!!!! 홍대입구역 2번 출구에서도 걸어가도 얼마 안걸리고 주차장도 있어도 어떻게 가도 편해서 더 좋아요! 그리고 국내산 실장님이 매우 친절하신데 부위별로 먹는 법도 상세히 알려주셔서 더욱더 맛있게 잘 먹고 왔습니다!! 참치회는 무조건 키움참치 홍대점!! 키움참치라고 다 같지 않고 체인점 아니니 헷갈리지 마시고 꼭 키움참치 홍대점으로 가세요!!!!
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
줄라이,양식,서울특별시 서초구 동광로 164,"런치 테이스팅코스 85,000 먹고 왔어요. 1. 아뮤즈부쉬: 참치타르타르 2. BLT: 우설, 장어튀김, 양상추, 토마토 3. 파스타: 생면 딸리아뗄레와 흑후추라구소스 4. 생선: 껍질채 구운 옥돔, 뵈르몽테, 파슬리오일 5. 고기: 흑돼지구이 or 채끝스테이크 (25,000추가) 6. 디저트: 사과셔벗과 크림 7. 과자: 패션후루츠슈, 호지차맛 초코렛 2007년 생겼을때 비지니스 코스가 (가격이) 좋아서 종종 갔었는데, 오늘 오랜만에 방문하였습니다. 제 기억에는 프렌치식당이었는데, 컨템퍼러리로 바뀌었네요. 서비스 최고에다가 너무너무 만족스러운 식사였습니다. 특히 디저트가 엄청 맛있었어요! 사과셔벗 한 입 먹고 박수쳤습니다. 다른 음식도 맛있었어요~ 제철 식재료의 맛이 무엇인지 보여주는 코스였습니다.
코스요리가 알차요"
베이징코야,중식당,서울 종로구 율곡로2길 25,"날씨가 추워져 가족들 몸보신차 방문하였습니다. 맛있는 오리와 따뜻한 오리 육수를 먹으니 몸이 풀리는 느낌입니다. 음식도 맛있고 친절한 직원분들 덕분에 기분이 좋았고 밑반찬도 깔끔했습니다. 주차도 편리하고 룸도 있어서 모임하기에도 좋은 곳입니다.
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
명동교자,"칼국수, 김치",서울특별시 중구 명동10길 29,만두와 칼국수를 먹었는데 무엇보다 칼국수 국물이 진짜였습니다. 시끄럽고 정신없긴해도 맛만큼은 최고!
웨스틴조선호텔 스시조,일식당,서울특별시 중구 소공로 106,"1인당 34만원 하이엔드급, 5성급 호텔 수준 기준으로 보면 맛 : 미들급 살짝 높은 수준. 그런 이유는 스시 샤리 간(적초)이 왔다갔다 하는 느낌이 있음. 우니는 살짝 비린 맛, 마끼는 약간 부조화 느낌이 있음. 다른 앞 요리 미들급 수준에서 살짝임. 디저트는 시그니쳐 메뉴라 말하는데, 그냥 무지 평범함. 분위기 : 조용한 분위기가 일행이랑 대화하기 좋음. 서비스 : 요리 부분에서 속도로 빠름. 천천히 먹고 있으면, 서버분 미리 치울 준비하고 있음. 음식 음미하는 시간이 짧음. 그리고 목소리 대체적으로 작아 잘 안 들림. 너무 근접이라 오히려 식사에 살짝 방해 됨. 5성급이니 청결 분위기는 당연히 기본 중에 기본이라 체크란에 표기 안함. 재 방문 의사 없음.
이미지 수
20"
호라파,태국음식,서울 종로구 자하문로 37-1,"미슐랭 빕 구르망 태국음식점 호라파 태국의 길거리 음식을 고급화한 곳이라 합리적인 가격입니다 깊은 맛의 양고기 커리메뉴인 Massama Gae를 추천합니다! 다만 가지볶음인 Makereua Tod Sam Pot은 많이 달았지만 똠얌을 포함한 모든 메뉴가 태국 본연의 맛을 살렸다고 생각합니다.
음식이 맛있어요
이미지 수
4"
옹기종기식당,한식,서울 동작구 동작대로31길 27-12,"[이수역/사당동] 양념 맛 좋은 제육과 구수한 청국장 '옹기종기 식당'
제육이라는 타이틀로 모인 4명을 시작으로 제육대회(?)를 결성하였다. 그리고 제1회 제육대회는 이수역 남성사계시장에서 멀지 않은 곳, 옹기종기 식당에서 시작되었다. 가게 간판은 없지만 이름인 '옹기종기'에 어울리게 동네분들의 사랑방 같은 공간이었다. 나이대가 좀 있는 남성 손님이 대부분이다. 가게 안쪽의 자리만큼 바깥쪽에도 자리가 놓여있었는데 나올 때 즈음 만석이 된다. 안쪽의 공간도 작은 편이라 주방과 접시를 놓은 진열장이 훤히 보인다. 안쪽은 4~5개의 테이블이 전부였다. 제육이 목적이었지만 4인조의 주문은 제육쌈밥 셋, 청국장, 된장찌개 각각 하나씩이 되었다. 반찬 보다 먼저 도착한 제육. 그리고 반찬이 도착하여 착착 깔리기 시작한다. 제육을 중심으로 좌측이 청국장, 우측이 된장찌개. 놓인 김치는 담근 지 얼마 안 되어 아삭한 배추의 식감도 살아있고 양념 맛도 강렬. 김치를 하나 더 주기 전에 하시는 말이 손님이 해준 김치라고 한다. 먹고 있는 와중에 묵은지라고 김치를 하나 더 건네주신다. 직접 담근 작년의 김치라고. 젓갈은 사용하지 않은 듯하고 묵은 만큼 새콤하고 시원한 맛. 사진으로도 남겨놨지만 밥에 청국장을 넣고 비벼 얹혀 먹으면 좋다. 미리 보관하는 그런 밥이 아닌 밥솥에서 퍼주는 밥. 그것도 일꾼들이 먹었을 밥그릇에 볼록 올라온 고봉밥이다. 평소 먹는 한 끼 밥 양의 4~5배지만 제육의 양념 맛에, 김치의 맛에, 청국장의 맛에 2/3은 비워냈다. 쌈은 적상추, 청상추, 배추 등이 섞여 있었으며 양쪽으로 한 바구니를 내어주신다. 된장은 콩의 모양이 군데군데 보이는 갈색빛. 집 된장인가 해서 배추에 조금 올려 먹어보았다. 작은 양을 올려도 짠맛이다. 제육쌈밥(제육) 고기는 두께가 있는 편이고 크기가 큰 편이다. 비계가 붙은 부분부터 살코기까지 고루 섞여있으며 생고기가 주는 말랑말랑 부드러운 식감, 속은 쫄깃하다. 빨간 양념은 맵지 않고 자극적이지 않는 편이며 부드러운 맛. 그래서 하나를 먹으면 자연스레 둘로 연결된다. 독특하게도 같이 볶는 재료로 가지를 넣는데 양념의 맛이 잘 베여 있으면서도 수분기가 많고 달다. 된장찌개 한 움큼 넣은 건새우가 된장찌개 위로 가득 떠올라있으며 주변으로 호박과 두부도 보인다. 국물의 색은 제육에 나왔던 된장의 갈색빛에 뽀얀 빛이 올라온다. 색이 연한 만큼 맛도 진득하진 않지만 고소한 된장의 맛은 제대로 보여준다. 된장만 찍어 먹었을 때처럼 간은 짠 편이다. 청국장 청국장의 향이 진하진 않은 편이지만 구수한 맛은 제대로다. 한 국자 퍼서..."
